id,slug,url,brand,supplier,supplierSourceUrl,range,rangeSlug,colour,category,shortDescription,thickness,boardSize,packSizeM2,installationMethod,finish,warrantySummary,suitableUse,cautionNotes,stockStatusLabel,primaryImage,altText,galleryStatus,specSheetUrl,wearLayer,coreType,acousticBacking,waterResistance,acRating,edgeDetail,species,totalThickness,structureCore,surfaceFinish,gradeCharacter,boardWidth,rawOrPrefinished,sandingFinishingNotes,plankOrTileFormat,commercialSuitability,sourceTag
villeroy-and-boch-country-valley-oak,villeroy-and-boch-country-valley-oak,/products/villeroy-and-boch-country-valley-oak/,,,,Villeroy & Boch Country,villeroy-and-boch-country,Valley Oak,Laminate,"Villeroy & Boch Country Valley Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-country/valley-oak.webp,Valley Oak Villeroy & Boch Country Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-heritage-blue-leaf,villeroy-and-boch-heritage-blue-leaf,/products/villeroy-and-boch-heritage-blue-leaf/,,,,Villeroy & Boch Heritage,villeroy-and-boch-heritage,Blue Leaf,Laminate,"Villeroy & Boch Heritage Blue Leaf is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-heritage/blue-leaf.webp,Blue Leaf Villeroy & Boch Heritage Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-heritage-travertin-hickory,villeroy-and-boch-heritage-travertin-hickory,/products/villeroy-and-boch-heritage-travertin-hickory/,,,,Villeroy & Boch Heritage,villeroy-and-boch-heritage,Travertin Hickory,Laminate,"Villeroy & Boch Heritage Travertin Hickory is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-heritage/travertin-hickory.webp,Travertin Hickory Villeroy & Boch Heritage Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-heritage-travertin-oak,villeroy-and-boch-heritage-travertin-oak,/products/villeroy-and-boch-heritage-travertin-oak/,,,,Villeroy & Boch Heritage,villeroy-and-boch-heritage,Travertin Oak,Laminate,"Villeroy & Boch Heritage Travertin Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-heritage/travertin-oak.webp,Travertin Oak Villeroy & Boch Heritage Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
wide-plank-water-resistant-laminate-parchment,wide-plank-water-resistant-laminate-parchment,/products/wide-plank-water-resistant-laminate-parchment/,,,,Wide Plank Water Resistant Laminate,wide-plank-water-resistant-laminate,Parchment,Laminate,"Wide Plank Water Resistant Laminate Parchment is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,"s. Pre-finished, Matte PU Lacquer. Surface is light wire brushed. Size & Length",,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/parchment/parchment-swatch.webp,Parchment Wide Plank Water Resistant Laminate flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Grade & Surf,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
wide-plank-water-resistant-laminate-wide-plank-ash-grey,wide-plank-water-resistant-laminate-wide-plank-ash-grey,/products/wide-plank-water-resistant-laminate-wide-plank-ash-grey/,,,,Wide Plank Water Resistant Laminate,wide-plank-water-resistant-laminate,Wide Plank Ash Grey,Laminate,"Wide Plank Water Resistant Laminate Wide Plank Ash Grey is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/wide-plank-ash-grey/wide-plank-ash-grey-swatch.webp,Wide Plank Ash Grey Wide Plank Water Resistant Laminate flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 19,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
wide-plank-water-resistant-laminate-wide-plank-copper-brown,wide-plank-water-resistant-laminate-wide-plank-copper-brown,/products/wide-plank-water-resistant-laminate-wide-plank-copper-brown/,,,,Wide Plank Water Resistant Laminate,wide-plank-water-resistant-laminate,Wide Plank Copper Brown,Laminate,"Wide Plank Water Resistant Laminate Wide Plank Copper Brown is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.","2200mm length (nested shorts) Pack 2.112m2 /ctn. Finish Pre-finished, matte coat",,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/wide-plank-copper-brown/wide-plank-copper-brown-swatch.webp,Wide Plank Copper Brown Wide Plank Water Resistant Laminate flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 24,,,,,,,"2200mm length (nested shorts) Pack 2.112m2 /ctn. Finish Pre-finished, matte coat",,,,,,Confirm sanding or coating requirements before order.,,, live import
wide-plank-water-resistant-laminate-wide-plank-dusk-grey,wide-plank-water-resistant-laminate-wide-plank-dusk-grey,/products/wide-plank-water-resistant-laminate-wide-plank-dusk-grey/,,,,Wide Plank Water Resistant Laminate,wide-plank-water-resistant-laminate,Wide Plank Dusk Grey,Laminate,"Wide Plank Water Resistant Laminate Wide Plank Dusk Grey is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.","2200mm length (nested shorts) Pack 2.112m2 / ctn. Finish Pre-finished, matte coa",,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/wide-plank-dusk-grey/wide-plank-dusk-grey-swatch.webp,Wide Plank Dusk Grey Wide Plank Water Resistant Laminate flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 24,,,,,,,"2200mm length (nested shorts) Pack 2.112m2 / ctn. Finish Pre-finished, matte coa",,,,,,Confirm sanding or coating requirements before order.,,, live import
wide-plank-water-resistant-laminate-wide-plank-latte,wide-plank-water-resistant-laminate-wide-plank-latte,/products/wide-plank-water-resistant-laminate-wide-plank-latte/,,,,Wide Plank Water Resistant Laminate,wide-plank-water-resistant-laminate,Wide Plank Latte,Laminate,"Wide Plank Water Resistant Laminate Wide Plank Latte is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/wide-plank-latte/wide-plank-latte-swatch.webp,Wide Plank Latte Wide Plank Water Resistant Laminate flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 19,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
wide-plank-water-resistant-laminate-wide-plank-matterhorn,wide-plank-water-resistant-laminate-wide-plank-matterhorn,/products/wide-plank-water-resistant-laminate-wide-plank-matterhorn/,,,,Wide Plank Water Resistant Laminate,wide-plank-water-resistant-laminate,Wide Plank Matterhorn,Laminate,"Wide Plank Water Resistant Laminate Wide Plank Matterhorn is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.","2200mm length (nested shorts) Pack 2.112m2 / ctn. Finish Pre-finished, matte coa",,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/wide-plank-matterhorn/wide-plank-matterhorn-swatch.webp,Wide Plank Matterhorn Wide Plank Water Resistant Laminate flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 24,,,,,,,"2200mm length (nested shorts) Pack 2.112m2 / ctn. Finish Pre-finished, matte coa",,,,,,Confirm sanding or coating requirements before order.,,, live import
wide-plank-water-resistant-laminate-wide-plank-parana,wide-plank-water-resistant-laminate-wide-plank-parana,/products/wide-plank-water-resistant-laminate-wide-plank-parana/,,,,Wide Plank Water Resistant Laminate,wide-plank-water-resistant-laminate,Wide Plank Parana,Laminate,"Wide Plank Water Resistant Laminate Wide Plank Parana is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/wide-plank-parana/wide-plank-parana-swatch.webp,Wide Plank Parana Wide Plank Water Resistant Laminate flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 19,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
wide-plank-water-resistant-laminate-wide-plank-polar-ice,wide-plank-water-resistant-laminate-wide-plank-polar-ice,/products/wide-plank-water-resistant-laminate-wide-plank-polar-ice/,,,,Wide Plank Water Resistant Laminate,wide-plank-water-resistant-laminate,Wide Plank Polar Ice,Laminate,"Wide Plank Water Resistant Laminate Wide Plank Polar Ice is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.","2200mm length (nested shorts) Pack 2.112m2 / ctn. Finish Pre-finished, matte coa",,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/wide-plank-polar-ice/wide-plank-polar-ice-swatch.webp,Wide Plank Polar Ice Wide Plank Water Resistant Laminate flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 24,,,,,,,"2200mm length (nested shorts) Pack 2.112m2 / ctn. Finish Pre-finished, matte coa",,,,,,Confirm sanding or coating requirements before order.,,, live import
